Puesto,Empresa,Ubicación,Link
Consultor/a SAP FI Sr,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/consultor-a-sap-fi-sr-mindit-hr-agency-1116886804.html
Soporte técnico IT - Zona Escobar,Actualizado hace más de 15 días,"Belén de Escobar, Buenos Aires",https://www.bumeran.com.ar/empleos/soporte-tecnico-it-zona-escobar-grupo-gestion-1117004528.html
Coordinador IT de Aperturas,Actualizado ayer,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/coordinador-it-de-aperturas-mostaza-y-pan-s.a.-1116974491.html
Técnico Electrónico Buenos Aires/Mar del Plata/Neuquén,Actualizado hace más de 15 días,"Ciudadela, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-electronico-buenos-aires-mar-del-plata-neuquen-1116961614.html
ANALISTA PROGRAMADOR ORACLE,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-programador-oracle-ryaco-1116953772.html
Auxiliar de Sistemas para trabajar en Puerto Iguazú,Actualizado hace 8 días,"Puerto Iguazú, Misiones",https://www.bumeran.com.ar/empleos/auxiliar-de-sistemas-para-trabajar-en-puerto-iguazu-manpower-1116950325.html
Soporte Tecnico Jr PartTime,DDM,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/soporte-tecnico-jr-parttime-ddm-1116947833.html
programador java,Actualizado hace más de 15 días,"Andalgalá, Catamarca",https://www.bumeran.com.ar/empleos/programador-java-1116573698.html
Especialista en Gestión de Proyectos,Casa Hospital San Juan de Dios  - Ramos Mejia,"Ramos Mejía, Buenos Aires",https://www.bumeran.com.ar/empleos/especialista-en-gestion-de-proyectos-casa-hospital-san-juan-de-dios-ramos-mejia-1117321238.html
Técnico Electrónico,Actualizado hace más de 15 días,"Lomas del Mirador, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-electronico-bn-consultoria-rh-1117304105.html
Desarrollador/a Full Stack .NET - Remoto - 1685,Aliantec,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-a-full-stack-.net-remoto-1685-aliantec-1117255128.html
Project Manager,Distribuidora de Galletitas y Alimentos del Sur S.A,"Bernal, Buenos Aires",https://www.bumeran.com.ar/empleos/project-manager-distribuidora-de-galletitas-y-alimentos-del-sur-s.a-1117249249.html
DevOps Data,GST,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/devops-data-gst-1117220239.html
Developer Backend NET Sr,Pamela Yedro,,https://www.bumeran.com.ar/empleos/developer-backend-net-sr-pamela-yedro-1117211894.html
Ingeniero/Tecnico para Soporte de IT (para Zona Florencio Varela),Actualizado hace 1 hora,"Florencio Varela, Buenos Aires",https://www.bumeran.com.ar/empleos/ingeniero-tecnico-para-soporte-de-it-para-zona-florencio-varela-martin-cima-1117221478.html
Senior Devops Azure - Remoto - 1590,Aliantec,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/senior-devops-azure-remoto-1590-aliantec-1117221005.html
iOS Developer SR - Remoto - 1597,Aliantec,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/ios-developer-sr-remoto-1597-aliantec-1117220824.html
Data Engineer (AWS - Redshift) - Remoto - 1664,Aliantec,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/data-engineer-aws-redshift-remoto-1664-aliantec-1117219021.html
Analista Soporte Tecnico Aplicaciones,Esteban Ocampo,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-soporte-tecnico-aplicaciones-esteban-ocampo-1117221888.html
Analista Funcional SAP FI - CO,GRUPO SIMPA SA,"San Isidro, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-sap-fi-co-grupo-simpa-sa-1117218949.html
Analista de Redes Infraestructura Ssr. - copia,GRUPO SIMPA SA,"San Isidro, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-redes-infraestructura-ssr.-copia-grupo-simpa-sa-1117218716.html
ANALISTA DE SISTEMAS - SERVICIOS DE INTEGRACION,Banco Patagonia,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-sistemas-servicios-de-integracion-banco-patagonia-1117204911.html
ANALISTA DE SISTEMAS - REGIMEN INFORMATIVO CONTABILIDAD E IMPUESTOS,Banco Patagonia,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-sistemas-regimen-informativo-contabilidad-e-impuestos-banco-patagonia-1117204870.html
Desarrollador Backend,GST,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-backend-gst-1117204862.html
Analista Funcional ERP (Softland o similares),Actualizado hace 2 días,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-erp-softland-o-similares-1117212234.html
Analista de Soporte Técnico Senior – Banco (Zona Centro) híbrida,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-soporte-tecnico-senior--banco-zona-centro-hibrida-humanos-y-empresas-alions-1117212195.html
Tech Lead / Software financiero,Grupo Petersen,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/tech-lead-software-financiero-grupo-petersen-1117210869.html
Desarrollador Node.js SR (Remoto - Argentina),Actualizado hace 7 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-node.js-sr-remoto-argentina-pamela-yedro-1117166900.html
Project Manager bilingüe Inglés Ssr. (Argentina - CABA),Pamela Yedro,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/project-manager-bilingue-ingles-ssr.-argentina-caba-pamela-yedro-1117156336.html
Analista de Cumplimiento Regulatorio IT,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-cumplimiento-regulatorio-it-david-rochwarger-1117155566.html
Desarrollador Frontend (React Nest) Sr,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-frontend-react-nest-sr-pamela-yedro-1117154533.html
Analista Funcional SAGE X3,Esteban Ocampo,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-sage-x3-esteban-ocampo-1117205470.html
Técnico en Seguridad Electrónica,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-en-seguridad-electronica-gelin-group-sa-1117170800.html
SR .NET Engineer (Remoto - Latam),Pamela Yedro,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/sr-.net-engineer-remoto-latam-pamela-yedro-1117146054.html
Desarrollador Node,ACCIONA IT,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-node-acciona-it-1117159796.html
Head of IT Solutions,Humanos y Empresas Alions,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/head-of-it-solutions-humanos-y-empresas-alions-1117155112.html
SysAdmin Ssr,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/sysadmin-ssr-humanos-y-empresas-alions-1117155061.html
Analista Funcional,Humanos y Empresas Alions,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-humanos-y-empresas-alions-1117155019.html
Administrador de Base de Datos,COELSA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/administrador-de-base-de-datos-coelsa-1117134206.html
Jefe de Continuidad y Operación de Aplicaciones,PRÜNE,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-de-continuidad-y-operacion-de-aplicaciones-prune-1117133401.html
Analista de Procesos Sr. (Argentina - Remoto),Actualizado hace más de 15 días,,https://www.bumeran.com.ar/empleos/analista-de-procesos-sr.-argentina-remoto-pamela-yedro-1117131441.html
Data Engineer Senior - Remoto - 1591,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/data-engineer-senior-remoto-1591-aliantec-1117146000.html
Administrador/a de Data Warehouse (SAP DWC) - Mix (On Site & Remoto) - 1652,Aliantec,"Olivos, Buenos Aires",https://www.bumeran.com.ar/empleos/administrador-a-de-data-warehouse-sap-dwc-mix-on-site-remoto-1652-aliantec-1117144407.html
Administrador/a de Infraestructura Cloud - Mix (On Site & Remoto) - 1656,Aliantec,"Olivos, Buenos Aires",https://www.bumeran.com.ar/empleos/administrador-a-de-infraestructura-cloud-mix-on-site-remoto-1656-aliantec-1117144355.html
Ingeniero de datos- (Híbrido -AMBA),Pamela Yedro,"11 de Septiembre, Buenos Aires",https://www.bumeran.com.ar/empleos/ingeniero-de-datos-hibrido-amba-pamela-yedro-1117122471.html
Administrador Senior Cloud- (Remoto -Argentina),Actualizado hace más de 15 días,,https://www.bumeran.com.ar/empleos/administrador-senior-cloud-remoto-argentina-pamela-yedro-1117122108.html
DevSecOps SR (REMOTO),Pamela Yedro,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/devsecops-sr-remoto-pamela-yedro-1117119479.html
SRE Sr - Remoto (LATAM),Pamela Yedro,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/sre-sr-remoto-latam-pamela-yedro-1117119367.html
Cloud Engineer Sr - Remoto (LATAM),Pamela Yedro,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/cloud-engineer-sr-remoto-latam-pamela-yedro-1117118586.html
Coordinador/a de Servicio Técnico - Santa Fe,Actualizado ayer,"Santa Fe, Santa Fe",https://www.bumeran.com.ar/empleos/coordinador-a-de-servicio-tecnico-santa-fe-rh-talentum-1117135502.html
Analista tecnico funcional,ACCIONA IT,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-tecnico-funcional-acciona-it-1117132092.html
Desarrollador Backend Python Sr/Ssr,B&B Consultores,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/desarrollador-backend-python-sr-ssr-bb-consultores-1117131442.html
Especialista CloudOps,María de la Paz Sarmiento,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/especialista-cloudops-maria-de-la-paz-sarmiento-1117136562.html
Especialista CloudOps,María de la Paz Sarmiento,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/especialista-cloudops-maria-de-la-paz-sarmiento-1117136561.html
Analista Tecnico Funcional SD,Esteban Ocampo,"La Reja, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-tecnico-funcional-sd-esteban-ocampo-1117133156.html
ANALISTA DE SOPORTE DE APLICACIONES,Universidad Siglo 21,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/analista-de-soporte-de-aplicaciones-universidad-siglo-21-1117130483.html
Vendedor especialista en ciberseguridad,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-especialista-en-ciberseguridad-sofia-rivera-bernsdorff-s.-1117120245.html
Data Governance Azure,COELSA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/data-governance-azure-coelsa-1117076813.html
Arquitecto de Datos,COELSA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/arquitecto-de-datos-coelsa-1117076806.html
Inspector RI N2,Bruke S.A.,"Dock Sud, Buenos Aires",https://www.bumeran.com.ar/empleos/inspector-ri-n2-bruke-s.a.-1117066670.html
Python Backend Developer (con arquitectura hexagonal o DDD),DELABURO,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/python-backend-developer-con-arquitectura-hexagonal-o-ddd-delaburo-1117121757.html
Desarrollador/a FullStack (JavaScript – Angular/React + Node.js),Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-a-fullstack-javascript--angular-react-node.js-sumanos-consultora-de-recursos-humanos-1117120363.html
Ingeniero/Tecnico para Soporte de IT,DELABURO,"González Catan, Buenos Aires",https://www.bumeran.com.ar/empleos/ingeniero-tecnico-para-soporte-de-it-delaburo-1117119692.html
Soporte tecnico JR,Actualizado hace más de 15 días,"Quilmes, Buenos Aires",https://www.bumeran.com.ar/empleos/soporte-tecnico-jr-acciona-it-1117118006.html
Desarrolladores JAVA Sr para Fintech mutinacional,Actualizado hace 2 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrolladores-java-sr-para-fintech-mutinacional-bt-consultores-buscadores-de-talentos-1116347888.html
Analista Funcional Ssr,Actualizado hace 7 días,"Zarate, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-ssr-1117091689.html
Desarrollador Backend Sr. Node.js,CONSULTORA ACTIF RH,"La Plata, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-backend-sr.-node.js-consultora-actif-rh-1117092463.html
Técnico IT – Soporte e Infraestructura (Part Time),Actualizado hace más de 15 días,"Berazategui, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-it--soporte-e-infraestructura-part-time-ayuda-tecno-1117077853.html
Mobile Engineer Sr. Android y iOS. (CABA - Híbrido),Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/mobile-engineer-sr.-android-y-ios.-caba-hibrido-pamela-yedro-1117064481.html
Gerente de Proyectos,Actualizado hace más de 15 días,"Salta, Salta",https://www.bumeran.com.ar/empleos/gerente-de-proyectos-maximus-consultora-rh-1117078382.html
Analista de Datos Digitales (Google Analytics),ACCIONA IT,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-datos-digitales-google-analytics-acciona-it-1117077623.html
QA SSr,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/qa-ssr-1117074697.html
Node Js Senior & Ssr,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/node-js-senior-ssr-1117074653.html
Analista Técnico Funcional Canal Digital FINTECH,Confidencial,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-tecnico-funcional-canal-digital-fintech-1116714860.html
Project Manager,Universidad Siglo 21,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/project-manager-universidad-siglo-21-1117053457.html
Quality Engineer,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/quality-engineer-acciona-it-1117065393.html
Técnico Instalador - Empresa de Tecnología en Redes IP,ESTUDIO SANCHEZ SALAS Y ASOCIADOS SRL,"Neuquén, Neuquén",https://www.bumeran.com.ar/empleos/tecnico-instalador-empresa-de-tecnologia-en-redes-ip-estudio-sanchez-salas-y-asociados-srl-1117064903.html
"Tecnico de Campo - Equipos de Oficina - Munro, BA",Actualizado hace 2 días,"Munro, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-de-campo-equipos-de-oficina-munro-ba-grupo-maschwitz-hn-1117064579.html
"Ingeniero Electrónico/Sistemas/HMI Jr+/SSr+ - Escobar, BA",Actualizado ayer,"Belén de Escobar, Buenos Aires",https://www.bumeran.com.ar/empleos/ingeniero-electronico-sistemas-hmi-jr-ssr-escobar-ba-grupo-maschwitz-hn-1117064392.html
Administrador de redes Sr - Híbrido (Dock Sud),ACCIONA IT,"Dock Sud, Buenos Aires",https://www.bumeran.com.ar/empleos/administrador-de-redes-sr-hibrido-dock-sud-acciona-it-1117063467.html
Analista Funcional Ssr.,Actualizado hace más de 15 días,"San Fernando, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-ssr.-acciona-it-1117063260.html
Quality Engineer (Performance),Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/quality-engineer-performance-acciona-it-1117063130.html
Especialista en Infraestructura y Cloud IT,Marcela Papaleo,,https://www.bumeran.com.ar/empleos/especialista-en-infraestructura-y-cloud-it-marcela-papaleo-1117062253.html
Sr. Backend Java - Latam (REMOTO),Pamela Yedro,,https://www.bumeran.com.ar/empleos/sr.-backend-java-latam-remoto-pamela-yedro-1117037508.html
Sr. Backend Java - Latam (REMOTO),Pamela Yedro,,https://www.bumeran.com.ar/empleos/sr.-backend-java-latam-remoto-pamela-yedro-1117036027.html
Chief Arquitect // Trabajo REMOTO para residentes en Buenos Aires,Actualizado hace 14 días,"Vicente López, Buenos Aires",https://www.bumeran.com.ar/empleos/chief-arquitect-trabajo-remoto-para-residentes-en-buenos-aires-kaizen-recursos-humanos-1117055294.html
Delivery Manager // Trabajo REMOTO para residentes en Buenos Aires,Actualizado hace más de 15 días,"Vicente López, Buenos Aires",https://www.bumeran.com.ar/empleos/delivery-manager-trabajo-remoto-para-residentes-en-buenos-aires-kaizen-recursos-humanos-1117054507.html
Analista Funcional,ACCIONA IT,"San Fernando, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-acciona-it-1117049970.html
Soporte a Aplicaciones,ACCIONA IT,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/soporte-a-aplicaciones-acciona-it-1117049913.html
Analista Soporte Técnico Jr,Actualizado hace más de 15 días,"Victoria, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-soporte-tecnico-jr-chasing-talent-1117049577.html
Analista Funcional Sr,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-sr-talent-recruiters-1117050700.html
UX Writer SR (Argentina - Remoto),Pamela Yedro,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/ux-writer-sr-argentina-remoto-pamela-yedro-1117003320.html
Analista de Integraciones,ACCIONA IT,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-integraciones-acciona-it-1117039504.html
Analista QA Automation,ACCIONA IT,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-qa-automation-acciona-it-1117038612.html
Quality Engineer Jr,Actualizado hace 13 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/quality-engineer-jr-acciona-it-1117037887.html
Quality Engineer,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/quality-engineer-acciona-it-1117036710.html
PMO IT // Zona Norte - Buenos Aires,Kaizen Recursos Humanos,"Martínez, Buenos Aires",https://www.bumeran.com.ar/empleos/pmo-it-zona-norte-buenos-aires-kaizen-recursos-humanos-1117036201.html
Asistente Operativo de Datos,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/asistente-operativo-de-datos-jabad-1117035938.html
Arquitecto de Software Senior // Zona Norte - Buenos Aires,Kaizen Recursos Humanos,"Martínez, Buenos Aires",https://www.bumeran.com.ar/empleos/arquitecto-de-software-senior-zona-norte-buenos-aires-kaizen-recursos-humanos-1117030192.html
Gerente de Infraestructura y Seguridad Sr // Zona Norte - Buenos Aires,Kaizen Recursos Humanos,"Martínez, Buenos Aires",https://www.bumeran.com.ar/empleos/gerente-de-infraestructura-y-seguridad-sr-zona-norte-buenos-aires-kaizen-recursos-humanos-1117029363.html
Líder de Proyectos IT ( Importante Empresa Logística),Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/lider-de-proyectos-it-importante-empresa-logistica-1117029112.html
Azure DevOps Manager Sr // Zona Norte - Buenos Aires,Kaizen Recursos Humanos,"Martínez, Buenos Aires",https://www.bumeran.com.ar/empleos/azure-devops-manager-sr-zona-norte-buenos-aires-kaizen-recursos-humanos-1117028057.html
Consultor SAP CRM - Analista Funcional Sr // Trabajo REMOTO para residentes en Argentina,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/consultor-sap-crm-analista-funcional-sr-trabajo-remoto-para-residentes-en-argentina-kaizen-recursos-humanos-1117027892.html
Pasante de Microinformática,COELSA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/pasante-de-microinformatica-coelsa-1116998963.html
Arquitecto de Plataforma,COELSA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/arquitecto-de-plataforma-coelsa-1116979360.html
Analista de Microinformática,COELSA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-microinformatica-coelsa-1116977679.html
Sr. Backend Java - Latam (REMOTO),Actualizado hace más de 15 días,,https://www.bumeran.com.ar/empleos/sr.-backend-java-latam-remoto-pamela-yedro-1116976747.html
Sr. Team lead Engineer (JAVA),Actualizado hace más de 15 días,,https://www.bumeran.com.ar/empleos/sr.-team-lead-engineer-java-pamela-yedro-1116976591.html
Analista de Seguridad Informática SSR/SR,Cirion Technologies,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-seguridad-informatica-ssr-sr-cirion-technologies-1116975307.html
Soporte Técnico IOS y MacOS Sr. - On Site - 1655,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/soporte-tecnico-ios-y-macos-sr.-on-site-1655-aliantec-1116976688.html
Analista Funcional (Apps Script) Sr,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-apps-script-sr-acciona-it-1116975126.html
IT Consultant,Italentitalentconnection Consultora,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/it-consultant-italentitalentconnection-consultora-1116974714.html
Analistas Técnicos Django,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analistas-tecnicos-django-aliantec-1116970066.html
Analista de redes Jr+,Actualizado hace más de 15 días,"Martínez, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-redes-jr-acciona-it-1116963492.html
JEFE DE APLICACIONES DE SISTEMAS - SAP,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-de-aplicaciones-de-sistemas-sap-cerutti-global-rh-1116962189.html
Desarrollador/a Cobol Ssr para importante Fintech mutinacional,BT Consultores - Buscadores de Talentos,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-a-cobol-ssr-para-importante-fintech-mutinacional-bt-consultores-buscadores-de-talentos-1116724801.html
Programmer Analyst,Italentitalentconnection Consultora,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/programmer-analyst-italentitalentconnection-consultora-1116964688.html
Data Scientist,GST,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/data-scientist-gst-1116900727.html
MS Teams Administrator,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/ms-teams-administrator-acciona-it-1116947955.html
Desarrollador IT Full Stack,Hanseatica Compañía de Seguros,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-it-full-stack-hanseatica-compania-de-seguros-1116952988.html
Instalador y Mantenedor de Sistemas de Seguridad,Actualizado hace más de 15 días,"Quilmes Oeste, Buenos Aires",https://www.bumeran.com.ar/empleos/instalador-y-mantenedor-de-sistemas-de-seguridad-iga-net-argentina-1116914477.html
Administrador de Infraestructura IT,ONE SELECT,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/administrador-de-infraestructura-it-one-select-1116913445.html
SUPERVISOR SOPORTE IT,Universidad Siglo 21,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/supervisor-soporte-it-universidad-siglo-21-1116887694.html
Servicio Técnico / Genius - Apple Service Provider - CORDOBA,Actualizado hace más de 15 días,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/servicio-tecnico-genius-apple-service-provider-cordoba-oneclick-1116837904.html
Técnico/a de Soporte Nivel 2 - Remoto - 1666,Aliantec,"Santa Cruz, Santa Cruz",https://www.bumeran.com.ar/empleos/tecnico-a-de-soporte-nivel-2-remoto-1666-aliantec-1116836896.html
Analista de Monitoreo de Red (Turno Noche) - Remoto - 1667,Aliantec,"Santa Cruz, Santa Cruz",https://www.bumeran.com.ar/empleos/analista-de-monitoreo-de-red-turno-noche-remoto-1667-aliantec-1116836767.html
Analista de Monitoreo de Red - Remoto - 1667,Actualizado hace 6 días,"Santa Cruz, Santa Cruz",https://www.bumeran.com.ar/empleos/analista-de-monitoreo-de-red-remoto-1667-aliantec-1116836758.html
Analista Freelance Gestión y Automatización de Pedidos,Actualizado hace más de 15 días,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/analista-freelance-gestion-y-automatizacion-de-pedidos-reformam-network-1116812282.html
Coordinador/a de Servicio Técnico - Santa Fe,Actualizado hace más de 15 días,"Santa Fe, Santa Fe",https://www.bumeran.com.ar/empleos/coordinador-a-de-servicio-tecnico-santa-fe-rh-talentum-1116804042.html
Jefe de Sistemas,Manpower,"Resistencia, Chaco",https://www.bumeran.com.ar/empleos/jefe-de-sistemas-manpower-1116784272.html
Gerente de Sistemas y Procesos,B&B Consultores,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/gerente-de-sistemas-y-procesos-bb-consultores-1116784329.html
Desarrollador de Software - Rosario,Actualizado hace más de 15 días,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/desarrollador-de-software-rosario-1116773508.html
"Técnico/a en calidad, Río Grande - Tierra del Fuego",Actualizado hace más de 15 días,"Río Grande, Tierra del Fuego",https://www.bumeran.com.ar/empleos/tecnico-a-en-calidad-rio-grande-tierra-del-fuego-bayton-1116772922.html
Programador Genexus,B&B Consultores,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/programador-genexus-bb-consultores-1116749237.html
Analista Funcional/Implementador,B&B Consultores,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/analista-funcional-implementador-bb-consultores-1116749228.html
Supervisor de tecnicos de campo- Neuquen,Adecco - Permanent Talent,"Neuquén, Neuquén",https://www.bumeran.com.ar/empleos/supervisor-de-tecnicos-de-campo-neuquen-adecco-permanent-talent-1116747533.html
Asistente de Gestión de Proyectos Junior Avanzado o Ssr,Actualizado hace más de 15 días,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/asistente-de-gestion-de-proyectos-junior-avanzado-o-ssr-ascentio-technologies-sa-1116747352.html
Jefe de Sistemas,America RH,"General Pacheco, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-de-sistemas-america-rh-2155814.html
Project Manager (JR.),RH Plus,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/project-manager-jr.-rh-plus-2155681.html
Especialista en Microsoft 365,Confidencial,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/especialista-en-microsoft-365-2155557.html
Técnico Electrónico,Actualizado ayer,"San Isidro, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-electronico-boreal-2155535.html
SRE – DevOps Engineer - Remoto - 1526,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/sre--devops-engineer-remoto-1526-aliantec-2155640.html
"Gerente ejecutivo - Mix (Onsite-Remoto) - C.A.B.A., Argentina",Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/gerente-ejecutivo-mix-onsite-remoto-c.a.b.a.-argentina-aliantec-2155601.html
Analista de Sistemas Semi Senior – Empresa Pymes – Modalidad presencial – Zona Vicente López,Confidencial,"Vicente López, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-sistemas-semi-senior--empresa-pymes--modalidad-presencial--zona-vicente-lopez-2155523.html
ANALISTA PROGRAMADOR COBOL – CICS –DB2 con TSO,Confidencial,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-programador-cobol--cics-db2-con-tso-2155520.html
Técnico en Telcomunicaciones,Actualizado ayer,"Martínez, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-en-telcomunicaciones-2155441.html
Soporte Técnico de Nivel 1 y 2,Actualizado ayer,"Tigre, Buenos Aires",https://www.bumeran.com.ar/empleos/soporte-tecnico-de-nivel-1-y-2-2155110.html
